check,kind,id,value,unit,cause
H11(intent),chamber,N0000293,0.038,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H10,chamber,N0000293,89.7,deg inlet angle,"INPUT alignment turns the flow through more than 90 deg (G203-p30). Inside the project's own stated 85 deg deviation (criteria.INLET_MIN_DEG, user 2026-08-20); needs a purpose-made swept channel, not a re-route"
H1a(2),chamber,N0000297,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000299,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000310,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000311,0.1,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1a(2),chamber,N0000312,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000314,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000316,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000326,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000328,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000338,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000340,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000342,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000346,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000347,0.074,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000353,0.12,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1a(2),chamber,N0000354,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000356,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000364,0.018,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000365,0.1,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000373,0.1,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000374,0.065,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000382,0.02,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000383,0.042,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000387,0.013,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000391,0.1,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1a(2),chamber,N0000394,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000400,0.1,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000403,0.003,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000406,0.185,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000407,0.1,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1a(2),chamber,N0000408,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000409,0.043,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1a(2),chamber,N0000410,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000412,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000413,0.062,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000419,0.1,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000426,0.078,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1a(2),chamber,N0000430,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000431,0.1,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1a(2),chamber,N0000432,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000434,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000436,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000437,0.095,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1a(2),chamber,N0000440,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000441,0.1,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1a(2),chamber,N0000457,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000472,0.3,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000480,0.154,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000486,0.2,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000488,0.042,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000491,0.2,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000504,0.1,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000509,0.132,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000515,0.065,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000516,0.3,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000519,0.2,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000524,0.146,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000539,0.278,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000540,0.5,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000545,0.3,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000546,0.4,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000551,0.1,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000553,0.037,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000554,0.458,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000557,0.148,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1a(2),chamber,N0000558,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000559,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000561,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000563,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000572,0.4,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000573,0.2,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000580,0.4,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000581,0.022,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000585,0.3,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1a(2),chamber,N0000586,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000587,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000589,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H1a(2),chamber,N0000591,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000603,0.1,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1a(2),chamber,N0000613,1.0,chamber on wadi ground,"INPUT alignment - H1a item 2 admits NO exemption for a chamber: not on wadi ground, not on the embankment, not in the bed, ON A LEGAL CROSSING OR ANYWHERE ELSE (G201-p86 'no chambers/markers in wadi bed or embankments'; G203-p33). Every one is a defect to re-site. audit.h1 tests only the dual band and audit.r4 only pipe geometry, so a chamber in the 50-year band is reported here or nowhere"
